brand,model,year,price,mileage,fuel_type,transmission,engine_size,car_type,seats,rating,city,source
BMW,3 Series,2024,992695,8401,Diesel,Automatic,1.2,Sedan,4,3.6,Surat,gujarat
Honda,Elevate,2024,947611,9046,Petrol,Manual,1.0,Sedan,5,3.6,Jamnagar,gujarat
Tata,Safari,2022,2173618,18861,Diesel,Automatic,2.0,Sedan,7,3.0,Vadodara,gujarat
Mercedes,C-Class,2017,600466,45911,Diesel,Manual,1.0,Sedan,4,3.8,Bhavnagar,gujarat
Honda,Amaze,2012,936375,142045,Petrol,Automatic,1.5,Sedan,5,4.9,Bhavnagar,gujarat
Mercedes,C-Class,2023,962698,11258,Petrol,Manual,1.5,Sedan,4,4.1,Gandhinagar,gujarat
Ford,EcoSport,2017,486728,70231,Diesel,Automatic,1.2,Sedan,5,3.3,Surat,gujarat
Kia,Carens,2022,1111280,25696,Petrol,Manual,1.5,MPV,7,4.1,Jamnagar,gujarat
Tata,Tigor EV,2023,929653,5344,Electric,Manual,0.0,Sedan,5,4.4,Surat,gujarat
Hyundai,Creta,2016,1477127,95888,CNG,Automatic,1.5,SUV,5,4.5,Gandhinagar,gujarat
Maruti Suzuki,Dzire,2013,660861,104528,Petrol,Manual,1.2,Sedan,5,3.3,Gandhinagar,gujarat
Hyundai,Venue,2020,1315446,59297,CNG,Automatic,1.5,Sedan,5,4.7,Ahmedabad,gujarat
Mahindra,Thar,2023,1471069,14221,Petrol,Manual,2.2,SUV,5,4.3,Ahmedabad,gujarat
Maruti Suzuki,Ertiga,2012,274387,73476,Petrol,Manual,1.2,MPV,7,3.3,Surat,gujarat
Maruti Suzuki,Baleno,2018,885236,55256,Diesel,Manual,1.2,Sedan,5,4.4,Jamnagar,gujarat
Hyundai,Grand i10,2014,350428,64435,Petrol,Automatic,1.2,Sedan,5,3.2,Vadodara,gujarat
Hyundai,Venue,2019,979221,27840,Petrol,Manual,1.0,Sedan,5,4.4,Surat,gujarat
Mercedes,C-Class,2021,753618,41789,Petrol,Manual,1.2,Sedan,4,4.3,Vadodara,gujarat
Hyundai,i20,2014,967906,135964,Petrol,Manual,1.2,Hatchback,5,3.2,Rajkot,gujarat
Honda,City,2013,1090706,97343,Diesel,Manual,1.5,Sedan,5,4.4,Rajkot,gujarat
BMW,3 Series,2014,211231,135715,Petrol,Manual,1.5,Sedan,4,4.1,Bhavnagar,gujarat
Renault,Kwid,2018,587412,35479,Petrol,Manual,1.0,Hatchback,4,4.4,Surat,gujarat
Toyota,Innova Crysta,2015,2385498,47248,Diesel,Manual,2.4,MPV,7,3.7,Gandhinagar,gujarat
Tata,Safari,2024,1941531,2361,Diesel,Automatic,2.0,Sedan,7,3.2,Jamnagar,gujarat
Tata,Curvv,2024,984717,6958,Petrol,Manual,1.5,SUV,5,3.1,Gandhinagar,gujarat
BMW,3 Series,2012,238873,79252,Petrol,Manual,1.0,Sedan,4,4.1,Gandhinagar,gujarat
Kia,Sonet,2024,1305573,2988,Diesel,Automatic,1.5,Sedan,5,3.8,Vadodara,gujarat
Ford,Figo,2023,927587,5216,Petrol,Manual,1.5,Sedan,5,3.1,Gandhinagar,gujarat
Tata,Nexon EV,2021,820955,15356,Electric,Manual,0.0,SUV,5,4.1,Gandhinagar,gujarat
Honda,Elevate,2024,998531,3724,CNG,Manual,1.0,Sedan,5,4.0,Surat,gujarat
Mahindra,Bolero,2021,1094692,16834,Petrol,Automatic,2.0,Sedan,5,4.7,Gandhinagar,gujarat
Ford,Endeavour,2017,2473868,88097,Diesel,Automatic,2.0,SUV,5,3.5,Ahmedabad,gujarat
Hyundai,Venue,2023,1025582,10496,Petrol,Manual,1.0,Sedan,5,4.5,Vadodara,gujarat
Mahindra,XUV300,2015,547242,128674,Petrol,Manual,1.5,Sedan,5,4.1,Bhavnagar,gujarat
Ford,EcoSport,2012,162217,101232,CNG,Manual,1.2,Sedan,5,4.5,Rajkot,gujarat
Renault,Kwid,2017,493280,86202,CNG,Automatic,1.0,Hatchback,4,3.8,Jamnagar,gujarat
Renault,Kwid,2020,553924,29842,Diesel,Manual,1.0,Hatchback,4,3.3,Jamnagar,gujarat
Ford,EcoSport,2022,918170,13056,Petrol,Manual,1.5,Sedan,5,4.3,Gandhinagar,gujarat
Tata,Nexon EV,2024,1015379,9973,Electric,Automatic,0.0,SUV,5,3.7,Vadodara,gujarat
BMW,3 Series,2012,243423,176743,Diesel,Manual,1.0,Sedan,4,5.0,Bhavnagar,gujarat
Hyundai,Creta,2024,1015667,8151,Petrol,Automatic,1.5,SUV,5,3.2,Vadodara,gujarat
Tata,Safari,2022,2104516,12233,Diesel,Manual,2.0,Sedan,7,3.5,Rajkot,gujarat
Honda,Amaze,2022,1048180,14602,Petrol,Manual,1.5,Sedan,5,4.7,Jamnagar,gujarat
Tata,Curvv EV,2024,1014871,8396,Electric,Manual,0.0,SUV,5,4.0,Vadodara,gujarat
Mercedes,C-Class,2021,735478,36098,Diesel,Manual,1.5,Sedan,4,3.0,Gandhinagar,gujarat
Hyundai,Venue,2022,1109337,15184,Diesel,Manual,1.0,Sedan,5,3.7,Rajkot,gujarat
Mercedes,C-Class,2013,291628,66248,Diesel,Automatic,1.2,Sedan,4,4.5,Surat,gujarat
Kia,Carens,2022,1153882,20396,CNG,Manual,2.0,MPV,7,4.0,Vadodara,gujarat
Ford,EcoSport,2020,751599,30206,Petrol,Manual,1.5,Sedan,5,3.1,Bhavnagar,gujarat
Kia,Seltos,2021,1074375,40872,CNG,Manual,1.5,Sedan,5,3.5,Jamnagar,gujarat
Tata,Punch,2022,862372,12269,Petrol,Automatic,1.2,Sedan,5,4.0,Jamnagar,gujarat
Honda,City,2012,1258633,72116,CNG,Manual,1.5,Sedan,5,4.0,Bhavnagar,gujarat
Tata,Curvv,2024,982005,9344,Diesel,Manual,1.5,SUV,5,3.4,Jamnagar,gujarat
Mercedes,C-Class,2017,448859,76486,Petrol,Manual,1.0,Sedan,4,4.0,Vadodara,gujarat
Hyundai,Exter,2024,1009248,4305,Diesel,Automatic,2.0,Sedan,5,3.9,Bhavnagar,gujarat
Hyundai,i20,2015,1165138,69596,Diesel,Manual,1.2,Hatchback,5,3.4,Surat,gujarat
Mercedes,C-Class,2017,437122,82683,Petrol,Manual,1.0,Sedan,4,4.4,Jamnagar,gujarat
Ford,Endeavour,2018,2590165,53050,Diesel,Manual,2.0,SUV,5,3.9,Vadodara,gujarat
Tata,Nexon EV,2024,1016141,2664,Electric,Manual,0.0,SUV,5,4.4,Jamnagar,gujarat
Honda,Elevate,2023,900606,6435,Petrol,Manual,1.2,Sedan,5,3.2,Jamnagar,gujarat
BMW,3 Series,2022,866976,24552,Diesel,Manual,1.2,Sedan,4,4.7,Surat,gujarat
Mahindra,Bolero,2020,975007,44974,Petrol,Manual,1.0,Sedan,5,3.7,Gandhinagar,gujarat
Ford,Endeavour,2022,2804996,22969,Diesel,Automatic,2.0,SUV,5,4.8,Vadodara,gujarat
Honda,Amaze,2022,967347,17915,Petrol,Manual,1.5,Sedan,5,3.7,Bhavnagar,gujarat
Kia,Sonet,2020,984252,45648,Diesel,Manual,1.5,Sedan,5,3.3,Jamnagar,gujarat
Kia,Sonet,2018,812697,89255,Diesel,Manual,1.0,Sedan,5,4.0,Jamnagar,gujarat
BMW,3 Series,2024,1013470,4263,Petrol,Manual,1.5,Sedan,4,3.1,Ahmedabad,gujarat
Mercedes,C-Class,2012,242743,141015,Diesel,Automatic,1.5,Sedan,4,3.8,Jamnagar,gujarat
Tata,Curvv EV,2024,975420,3056,Electric,Manual,0.0,SUV,5,4.1,Surat,gujarat
Kia,Carens,2024,1284040,847,Petrol,Manual,2.0,MPV,7,5.0,Gandhinagar,gujarat
Hyundai,i20,2019,856139,64052,Petrol,Manual,1.2,Hatchback,5,3.2,Gandhinagar,gujarat
Toyota,Fortuner,2018,4668161,36597,Diesel,Manual,2.8,SUV,7,4.4,Rajkot,gujarat
Toyota,Urban Cruiser,2022,1157158,15891,Petrol,Manual,2.0,Sedan,5,4.2,Ahmedabad,gujarat
Hyundai,Venue,2021,1214569,30856,Diesel,Manual,1.0,Sedan,5,3.4,Ahmedabad,gujarat
Renault,Kwid,2020,439936,53537,Petrol,Manual,1.0,Hatchback,4,3.7,Surat,gujarat
Hyundai,Exter,2023,916870,9384,Petrol,Automatic,1.2,Sedan,5,4.4,Jamnagar,gujarat
Honda,Amaze,2023,1018779,13123,CNG,Automatic,1.2,Sedan,5,4.4,Jamnagar,gujarat
Honda,Amaze,2013,913360,131499,Petrol,Manual,1.5,Sedan,5,3.9,Rajkot,gujarat
Kia,Carens,2023,1265599,6762,Petrol,Manual,1.6,MPV,7,4.8,Gandhinagar,gujarat
Hyundai,Grand i10,2014,408024,54424,Petrol,Manual,1.5,Sedan,5,4.7,Jamnagar,gujarat
Renault,Kiger,2018,601027,31962,Petrol,Manual,1.0,Sedan,5,3.7,Ahmedabad,gujarat
Mahindra,Scorpio N,2017,751010,83754,Diesel,Manual,2.0,SUV,5,4.4,Surat,gujarat
Ford,Figo,2024,969493,5268,Diesel,Manual,1.5,Sedan,5,3.4,Surat,gujarat
Hyundai,Verna,2016,1078458,119679,Diesel,Manual,1.5,Sedan,5,4.6,Surat,gujarat
Mahindra,Scorpio,2024,1299359,8092,Petrol,Manual,2.2,SUV,5,3.3,Vadodara,gujarat
BMW,3 Series,2015,261787,120551,Petrol,Manual,1.5,Sedan,4,5.0,Rajkot,gujarat
Honda,City,2018,1453138,32425,Petrol,Manual,1.5,Sedan,5,4.7,Rajkot,gujarat
Honda,Amaze,2017,791820,80327,Diesel,Manual,1.2,Sedan,5,3.8,Jamnagar,gujarat
Ford,Endeavour,2022,2871008,13978,Diesel,Manual,2.0,SUV,5,3.3,Vadodara,gujarat
Kia,Sonet,2014,652055,61536,Diesel,Automatic,1.0,Sedan,5,4.9,Gandhinagar,gujarat
Maruti Suzuki,Wagon R,2024,575167,705,CNG,Manual,1.2,Sedan,5,3.5,Surat,gujarat
Tata,Tiago EV,2023,902552,6964,Electric,Manual,0.0,Hatchback,5,4.8,Rajkot,gujarat
Mercedes,C-Class,2022,890388,14009,Diesel,Manual,1.5,Sedan,4,4.0,Vadodara,gujarat
Toyota,Urban Cruiser,2022,1158578,13008,Diesel,Automatic,2.0,Sedan,5,4.7,Surat,gujarat
Mercedes,C-Class,2023,896849,6278,CNG,Manual,1.0,Sedan,4,4.3,Rajkot,gujarat
Kia,Sonet,2019,980623,31850,Petrol,Manual,1.5,Sedan,5,4.5,Vadodara,gujarat
Ford,Figo,2014,231849,116127,CNG,Manual,1.2,Sedan,5,3.8,Rajkot,gujarat
BMW,3 Series,2024,961635,6556,Petrol,Manual,1.5,Sedan,4,3.6,Gandhinagar,gujarat
BMW,3 Series,2014,243047,110418,Diesel,Manual,1.2,Sedan,4,3.4,Ahmedabad,gujarat
Ford,Figo,2020,697131,49664,Petrol,Automatic,1.0,Sedan,5,3.7,Surat,gujarat
Tata,Curvv,2024,976743,8321,Petrol,Manual,1.0,SUV,5,3.1,Rajkot,gujarat
Kia,Sonet,2016,772781,64831,Petrol,Manual,1.5,Sedan,5,4.0,Ahmedabad,gujarat
Mercedes,C-Class,2022,828559,18157,Petrol,Manual,1.0,Sedan,4,4.2,Surat,gujarat
Hyundai,Verna,2013,1424211,91105,Petrol,Manual,1.5,Sedan,5,4.0,Surat,gujarat
Mahindra,XUV700,2023,1306515,14769,Petrol,Manual,2.2,SUV,7,4.5,Gandhinagar,gujarat
Mahindra,Thar,2022,1496444,12275,Petrol,Manual,2.2,SUV,5,3.9,Ahmedabad,gujarat
Tata,Safari,2021,2297191,20594,Diesel,Manual,2.0,Sedan,7,4.0,Surat,gujarat
Ford,EcoSport,2012,152279,167338,Diesel,Automatic,1.0,Sedan,5,4.1,Surat,gujarat
Tata,Punch,2021,825991,24981,Petrol,Automatic,1.2,Sedan,5,4.3,Vadodara,gujarat
Toyota,Urban Cruiser,2021,1062219,42123,Petrol,Manual,2.0,Sedan,5,4.7,Gandhinagar,gujarat
BMW,3 Series,2013,308887,90381,Diesel,Manual,1.0,Sedan,4,5.0,Gandhinagar,gujarat
Mahindra,Scorpio N,2014,621251,96818,Petrol,Manual,2.2,SUV,5,3.7,Jamnagar,gujarat
Hyundai,Creta,2021,1287230,35930,Diesel,Manual,1.5,SUV,5,3.5,Jamnagar,gujarat
Toyota,Glanza,2022,1145695,29305,CNG,Manual,1.5,Sedan,5,4.2,Jamnagar,gujarat
Toyota,Camry,2013,535641,111814,Hybrid,Automatic,2.5,Sedan,5,3.2,Ahmedabad,gujarat
Ford,Figo,2014,317249,111121,Petrol,Automatic,1.5,Sedan,5,4.1,Surat,gujarat
Honda,Amaze,2016,758174,48469,Petrol,Manual,1.2,Sedan,5,3.1,Vadodara,gujarat
Maruti Suzuki,Alto,2017,415911,35084,Petrol,Automatic,1.0,Hatchback,4,4.9,Jamnagar,gujarat
Honda,City,2023,984638,8223,Petrol,Manual,1.5,Sedan,5,4.6,Jamnagar,gujarat
Kia,Carnival,2018,783863,89255,Diesel,Automatic,1.5,MPV,8,3.6,Bhavnagar,gujarat
Kia,Carens,2024,1334564,2280,Diesel,Manual,2.0,MPV,7,3.4,Vadodara,gujarat
Hyundai,Venue,2023,996139,12555,Petrol,Automatic,1.0,Sedan,5,3.3,Rajkot,gujarat
Toyota,Camry,2022,1168391,21716,Hybrid,Manual,2.5,Sedan,5,4.8,Ahmedabad,gujarat
Kia,Seltos,2020,1001804,39817,Diesel,Manual,1.5,Sedan,5,3.1,Gandhinagar,gujarat
Kia,Sonet,2018,802780,73914,Petrol,Automatic,1.5,Sedan,5,4.7,Ahmedabad,gujarat
Maruti Suzuki,Wagon R,2022,601065,13507,Diesel,Manual,1.2,Sedan,5,4.7,Ahmedabad,gujarat
BMW,3 Series,2023,950667,8359,Petrol,Automatic,1.2,Sedan,4,3.3,Jamnagar,gujarat
Mercedes,C-Class,2016,483259,80749,CNG,Manual,1.2,Sedan,4,4.2,Surat,gujarat
Hyundai,i20,2012,1261320,80056,Petrol,Manual,1.2,Hatchback,5,3.0,Bhavnagar,gujarat
Ford,Endeavour,2012,2237311,75966,Diesel,Automatic,2.0,SUV,5,4.6,Jamnagar,gujarat
Ford,Figo,2021,818669,19036,Petrol,Manual,1.0,Sedan,5,4.6,Jamnagar,gujarat
Mahindra,Thar,2024,1799288,8956,Petrol,Manual,2.2,SUV,5,3.7,Vadodara,gujarat
Kia,Carnival,2023,1246812,6758,Petrol,Manual,1.6,MPV,8,3.9,Bhavnagar,gujarat
Kia,Seltos,2023,1184467,9960,Diesel,Automatic,1.5,Sedan,5,4.8,Vadodara,gujarat
Tata,Curvv EV,2024,942195,4536,Electric,Manual,0.0,SUV,5,3.4,Jamnagar,gujarat
Renault,Kiger,2020,724871,24113,Diesel,Manual,1.5,Sedan,5,4.1,Rajkot,gujarat
Tata,Safari,2023,2380096,11454,Diesel,Manual,2.0,Sedan,7,4.2,Bhavnagar,gujarat
Mercedes,C-Class,2014,209477,141457,Diesel,Manual,1.5,Sedan,4,4.2,Rajkot,gujarat
Hyundai,i20,2012,883455,171677,Petrol,Manual,1.2,Hatchback,5,3.6,Surat,gujarat
Mahindra,Scorpio,2014,509342,145441,Diesel,Manual,2.2,SUV,5,4.2,Ahmedabad,gujarat
Maruti Suzuki,Ertiga,2023,945872,6194,Diesel,Manual,1.0,MPV,7,4.8,Vadodara,gujarat
Hyundai,Exter,2024,955460,6187,CNG,Manual,1.0,Sedan,5,3.4,Rajkot,gujarat
Ford,Figo,2016,437370,69556,Diesel,Manual,1.5,Sedan,5,4.6,Surat,gujarat
Hyundai,Verna,2012,1100879,142459,Petrol,Automatic,1.5,Sedan,5,4.1,Gandhinagar,gujarat
Hyundai,Venue,2020,999686,54613,Diesel,Manual,1.5,Sedan,5,3.7,Bhavnagar,gujarat
Tata,Punch,2024,847194,7004,Diesel,Manual,1.2,Sedan,5,3.2,Rajkot,gujarat
Mahindra,Scorpio,2021,1078374,32712,Petrol,Automatic,2.2,SUV,5,4.4,Ahmedabad,gujarat
Tata,Safari,2021,1753124,32511,Diesel,Automatic,2.0,Sedan,7,4.2,Bhavnagar,gujarat
Hyundai,Verna,2019,1031434,42239,Petrol,Manual,1.5,Sedan,5,3.3,Bhavnagar,gujarat
Toyota,Innova Crysta,2015,2644797,109691,Diesel,Automatic,2.4,MPV,7,5.0,Rajkot,gujarat
BMW,3 Series,2020,663969,51376,Petrol,Manual,1.0,Sedan,4,4.0,Surat,gujarat
Mercedes,C-Class,2018,566769,61299,Diesel,Automatic,1.0,Sedan,4,3.0,Ahmedabad,gujarat
Maruti Suzuki,Ertiga,2024,1014016,3214,Diesel,Manual,2.0,MPV,7,3.0,Rajkot,gujarat
Maruti Suzuki,Alto,2024,382830,6180,Petrol,Manual,1.0,Hatchback,4,3.9,Bhavnagar,gujarat
Toyota,Glanza,2020,1022216,42487,CNG,Manual,2.0,Sedan,5,3.0,Rajkot,gujarat
Renault,Triber,2012,151952,165089,Diesel,Manual,1.0,MPV,7,3.2,Surat,gujarat
Ford,EcoSport,2016,500173,45730,Petrol,Manual,1.0,Sedan,5,5.0,Surat,gujarat
BMW,3 Series,2019,580040,68095,Diesel,Manual,1.5,Sedan,4,3.4,Jamnagar,gujarat
Toyota,Fortuner,2019,3769515,71735,Diesel,Manual,2.8,SUV,7,3.6,Bhavnagar,gujarat
Renault,Kwid,2012,584943,105434,CNG,Manual,1.0,Hatchback,4,4.8,Gandhinagar,gujarat
Renault,Kwid,2016,432177,112478,Petrol,Automatic,1.0,Hatchback,4,5.0,Jamnagar,gujarat
Ford,Figo,2024,949973,7434,Petrol,Automatic,1.2,Sedan,5,3.6,Rajkot,gujarat
Honda,City,2012,1302586,96581,Petrol,Automatic,1.5,Sedan,5,3.4,Rajkot,gujarat
Tata,Tigor EV,2024,939849,8724,Electric,Manual,0.0,Sedan,5,4.9,Bhavnagar,gujarat
Toyota,Glanza,2023,1282254,8547,Petrol,Automatic,1.6,Sedan,5,4.7,Gandhinagar,gujarat
Maruti Suzuki,Ertiga,2013,200870,127521,CNG,Automatic,1.2,MPV,7,4.7,Bhavnagar,gujarat
Ford,Endeavour,2021,2797488,38567,Diesel,Manual,2.0,SUV,5,3.3,Ahmedabad,gujarat
Honda,Elevate,2024,979759,1401,Diesel,Manual,1.5,Sedan,5,3.8,Bhavnagar,gujarat
Honda,Amaze,2016,1068766,72835,Petrol,Manual,1.5,Sedan,5,4.7,Rajkot,gujarat
Ford,EcoSport,2019,710137,25581,Petrol,Manual,1.5,Sedan,5,4.7,Surat,gujarat
Kia,Seltos,2023,1223234,6303,Diesel,Manual,1.5,Sedan,5,3.5,Gandhinagar,gujarat
Honda,Amaze,2019,1080478,33337,Petrol,Automatic,1.2,Sedan,5,3.2,Ahmedabad,gujarat
Tata,Tigor EV,2024,972593,9500,Electric,Automatic,0.0,Sedan,5,4.9,Vadodara,gujarat
Honda,City,2022,946906,21578,Diesel,Manual,1.5,Sedan,5,3.2,Ahmedabad,gujarat
Mahindra,Thar,2022,2014097,28689,Petrol,Manual,2.0,SUV,5,3.7,Gandhinagar,gujarat
Toyota,Glanza,2022,1166693,22278,CNG,Manual,1.5,Sedan,5,3.7,Vadodara,gujarat
Tata,Tiago EV,2022,902827,13481,Electric,Manual,0.0,Hatchback,5,4.6,Bhavnagar,gujarat
BMW,3 Series,2015,387373,94655,Petrol,Automatic,1.2,Sedan,4,4.5,Jamnagar,gujarat
Hyundai,i20,2015,1101171,119108,Diesel,Automatic,1.2,Hatchback,5,4.7,Bhavnagar,gujarat
Maruti Suzuki,Dzire,2019,922805,68201,Petrol,Manual,1.2,Sedan,5,4.8,Vadodara,gujarat
Mahindra,XUV700,2022,1542046,24936,Diesel,Manual,2.0,SUV,7,3.7,Bhavnagar,gujarat
Hyundai,Venue,2024,1020769,7932,Petrol,Manual,1.0,Sedan,5,4.6,Rajkot,gujarat
Mercedes,C-Class,2021,790602,23528,Petrol,Manual,1.2,Sedan,4,3.8,Surat,gujarat
BMW,3 Series,2022,840581,16491,Diesel,Manual,1.0,Sedan,4,3.8,Gandhinagar,gujarat
Renault,Triber,2019,566237,73683,Petrol,Manual,1.2,MPV,7,3.0,Surat,gujarat
Hyundai,Creta,2023,1442875,13672,Petrol,Manual,1.5,SUV,5,3.2,Gandhinagar,gujarat
Toyota,Camry,2021,1044125,35205,Hybrid,Manual,2.5,Sedan,5,4.8,Jamnagar,gujarat
Ford,Figo,2018,651308,48958,Petrol,Manual,1.0,Sedan,5,4.4,Bhavnagar,gujarat
Renault,Kwid,2014,555464,51020,Petrol,Manual,1.0,Hatchback,4,3.9,Bhavnagar,gujarat
BMW,3 Series,2024,977443,1587,Petrol,Manual,1.5,Sedan,4,4.0,Bhavnagar,gujarat
BMW,3 Series,2016,435340,82310,Petrol,Manual,1.0,Sedan,4,3.1,Jamnagar,gujarat
Mahindra,Bolero,2020,1049384,38235,Diesel,Manual,1.6,Sedan,5,3.3,Vadodara,gujarat
Honda,Amaze,2019,901245,39656,CNG,Manual,1.2,Sedan,5,4.8,Jamnagar,gujarat
Honda,City,2013,1433408,82111,Diesel,Manual,1.5,Sedan,5,3.0,Gandhinagar,gujarat
Maruti Suzuki,Wagon R,2015,773610,81941,Diesel,Manual,1.2,Sedan,5,4.8,Jamnagar,gujarat
Hyundai,Grand i10,2018,559479,62325,Petrol,Manual,1.2,Sedan,5,4.5,Ahmedabad,gujarat
Toyota,Innova Crysta,2023,1877961,8644,Diesel,Manual,2.4,MPV,7,4.4,Vadodara,gujarat
Maruti Suzuki,Alto,2013,433237,147419,Petrol,Manual,1.0,Hatchback,4,4.9,Jamnagar,gujarat
Maruti Suzuki,Baleno,2014,815453,126853,Diesel,Manual,1.2,Sedan,5,4.6,Jamnagar,gujarat
Ford,Endeavour,2014,2381200,76027,Diesel,Automatic,2.0,SUV,5,3.0,Ahmedabad,gujarat
Ford,Figo,2021,849059,21833,Petrol,Manual,1.2,Sedan,5,4.2,Jamnagar,gujarat
BMW,3 Series,2022,870469,21426,Diesel,Automatic,1.2,Sedan,4,4.7,Vadodara,gujarat
Mercedes,C-Class,2019,618407,66289,Diesel,Manual,1.2,Sedan,4,3.2,Ahmedabad,gujarat
Honda,Amaze,2019,1097297,46325,Petrol,Manual,1.2,Sedan,5,3.7,Rajkot,gujarat
Tata,Curvv EV,2024,984002,9847,Electric,Manual,0.0,SUV,5,4.0,Gandhinagar,gujarat
Kia,Seltos,2023,1213289,10295,Diesel,Manual,1.5,Sedan,5,3.5,Ahmedabad,gujarat
Honda,Amaze,2023,1083586,8587,Diesel,Manual,1.2,Sedan,5,4.1,Gandhinagar,gujarat
Mercedes,C-Class,2021,773212,35013,Petrol,Manual,1.5,Sedan,4,3.0,Rajkot,gujarat
Hyundai,Exter,2024,1010468,5778,Petrol,Manual,1.6,Sedan,5,4.1,Surat,gujarat
Renault,Kiger,2023,920035,8757,Diesel,Automatic,1.2,Sedan,5,3.8,Bhavnagar,gujarat
Mahindra,Scorpio,2012,310625,170819,Diesel,Manual,2.2,SUV,5,4.6,Ahmedabad,gujarat
Tata,Safari,2023,2162233,5397,Diesel,Manual,2.0,Sedan,7,4.6,Rajkot,gujarat
Mercedes,C-Class,2014,191389,147062,Diesel,Manual,1.5,Sedan,4,4.4,Gandhinagar,gujarat
Kia,Seltos,2019,924001,73670,Diesel,Manual,1.5,Sedan,5,3.4,Bhavnagar,gujarat
Honda,Amaze,2018,762285,63577,Petrol,Manual,1.5,Sedan,5,4.9,Bhavnagar,gujarat
Ford,Endeavour,2016,2369197,96299,Diesel,Manual,2.0,SUV,5,4.8,Bhavnagar,gujarat
Renault,Kwid,2018,590724,31128,Petrol,Manual,1.0,Hatchback,4,3.9,Bhavnagar,gujarat
Maruti Suzuki,Alto,2024,446946,3802,Petrol,Manual,1.0,Hatchback,4,3.3,Jamnagar,gujarat
Hyundai,i20,2020,1253418,31092,CNG,Manual,1.2,Hatchback,5,4.2,Rajkot,gujarat
Renault,Triber,2021,750465,39922,Petrol,Manual,1.2,MPV,7,3.6,Vadodara,gujarat
Tata,Nexon,2022,1276282,28524,Diesel,Manual,1.2,SUV,5,4.1,Vadodara,gujarat
Mercedes,C-Class,2017,501912,95472,Petrol,Manual,1.5,Sedan,4,5.0,Ahmedabad,gujarat
Hyundai,Grand i10,2023,936241,6269,Petrol,Manual,1.5,Sedan,5,4.5,Surat,gujarat
Mahindra,Bolero,2013,635598,60119,Petrol,Manual,1.5,Sedan,5,4.0,Jamnagar,gujarat
Renault,Kiger,2018,627895,30606,Petrol,Automatic,1.5,Sedan,5,4.8,Jamnagar,gujarat
Honda,Elevate,2024,1011899,6088,Diesel,Manual,2.0,Sedan,5,3.4,Bhavnagar,gujarat
Toyota,Camry,2021,1115880,23232,Hybrid,Automatic,2.5,Sedan,5,3.3,Jamnagar,gujarat
Ford,EcoSport,2017,444491,89565,Petrol,Manual,1.0,Sedan,5,3.6,Surat,gujarat
Mahindra,Scorpio N,2013,509108,125481,Petrol,Manual,2.0,SUV,5,3.1,Jamnagar,gujarat
Renault,Kwid,2017,471979,36851,Petrol,Automatic,1.0,Hatchback,4,3.7,Gandhinagar,gujarat
Kia,Carens,2024,1316095,8864,Diesel,Manual,1.5,MPV,7,4.5,Vadodara,gujarat
Tata,Safari,2021,2115846,19151,Diesel,Manual,2.0,Sedan,7,4.9,Jamnagar,gujarat
BMW,3 Series,2015,366350,67033,Diesel,Automatic,1.0,Sedan,4,4.9,Bhavnagar,gujarat
Tata,Tiago,2014,584761,112320,Petrol,Automatic,1.2,Hatchback,5,3.9,Rajkot,gujarat
Toyota,Glanza,2023,1217558,6921,Diesel,Manual,2.0,Sedan,5,3.9,Vadodara,gujarat
Renault,Kiger,2020,779348,25124,Diesel,Automatic,1.5,Sedan,5,4.7,Jamnagar,gujarat
Tata,Curvv,2024,1025108,8029,Diesel,Manual,1.6,SUV,5,4.3,Surat,gujarat
Maruti Suzuki,Ertiga,2017,495823,96089,Petrol,Manual,1.5,MPV,7,4.1,Surat,gujarat
Kia,Carens,2022,1154668,10349,Petrol,Manual,2.0,MPV,7,3.6,Ahmedabad,gujarat
Toyota,Glanza,2023,1269531,5212,Petrol,Manual,1.6,Sedan,5,3.8,Jamnagar,gujarat
Honda,Amaze,2022,765952,11875,Diesel,Automatic,1.5,Sedan,5,4.0,Rajkot,gujarat
Mercedes,C-Class,2012,153779,108435,Diesel,Automatic,1.5,Sedan,4,4.5,Gandhinagar,gujarat
Tata,Punch,2024,882457,1956,Diesel,Manual,1.2,Sedan,5,5.0,Surat,gujarat
Mercedes,C-Class,2017,539970,76481,Petrol,Automatic,1.5,Sedan,4,4.9,Bhavnagar,gujarat
Maruti Suzuki,Brezza,2018,622519,57287,Diesel,Manual,1.5,Sedan,5,3.3,Vadodara,gujarat
Hyundai,Creta,2022,1638088,11458,Petrol,Manual,1.5,SUV,5,3.6,Bhavnagar,gujarat
Toyota,Innova Crysta,2017,2676720,96112,Diesel,Manual,2.4,MPV,7,4.8,Surat,gujarat
Hyundai,Creta,2020,1021084,58741,Diesel,Automatic,1.5,SUV,5,3.9,Jamnagar,gujarat
Mahindra,XUV700,2022,1411852,14349,Petrol,Manual,2.2,SUV,7,3.8,Gandhinagar,gujarat
Mahindra,XUV700,2022,1843904,15803,Diesel,Manual,2.2,SUV,7,3.7,Jamnagar,gujarat
Renault,Kiger,2022,823814,15586,CNG,Manual,1.0,Sedan,5,4.1,Surat,gujarat
Kia,Carens,2024,1268190,4729,Petrol,Automatic,2.0,MPV,7,4.6,Ahmedabad,gujarat
Renault,Kwid,2016,468379,68607,Petrol,Manual,1.0,Hatchback,4,4.0,Rajkot,gujarat
